content,score,at,clean_no_stem,clean_stem,skor_base,label_base,skor_domain,label_domain,label,split
game ini sangat seru sekali aku sampai ketagihan main mobilejen senang sekali bermain bersama mobilejen seru sekali game ini semoga game ini bisa bertahan sampai akhir zaman amin,5,2026-07-26 04:05:56,game sangat seru sekali aku ketagihan main mobilejen senang sekali bermain bersama mobilejen seru sekali game semoga game bertahan akhir zaman amin,game sangat seru sekali aku tagih main mobilejen senang sekali main sama mobilejen seru sekali game moga game tahan akhir zaman amin,3.0,Positif,9.0,Positif,Positif,train
seru bangett apalagi ngrbantai musuh nya,5,2026-07-26 04:05:50,seru bangett ngrbantai musuh nya,seru bangett ngrbantai musuh nya,-6.0,Negatif,-3.0,Negatif,Negatif,train
game terburuk,1,2026-07-26 04:04:22,game terburuk,game buruk,2.0,Positif,2.0,Positif,Positif,train
game Dajjal setiap mau naik rank di kasih musuh jago,3,2026-07-26 04:03:32,game dajjal mau naik rank kasih musuh jago,game dajjal mau naik rank kasih musuh jago,7.0,Positif,7.0,Positif,Positif,train
gw kalo main pasti di kasih tim bot mulu cape gw ron monton kasih gw menang lah🤬,1,2026-07-26 04:03:00,kalau main kasih tim bot mulu cape ron moonton kasih menang lah emoji_negatif,kalau main kasih tim bot mulu cape ron moonton kasih menang lah emoji_negatif,-9.0,Negatif,-5.0,Negatif,Negatif,test
geme ini sangat lah bagus dan pelayer nya juga ramah sekali tapi gak di sarankan untuk orang biyasa 😊,2,2026-07-26 04:02:31,geme sangat lah bagus pelayer nya ramah sekali tidak sarankan orang biyasa emoji_positif,geme sangat lah bagus layer nya ramah sekali tidak saran orang biyasa emoji_positif,-8.0,Negatif,-3.0,Negatif,Negatif,train
"ayolah ,pembagian team nya yng ngotak lah ,masa team gw kek pler maennya ,team sebelah malah Jgo jgo terus jaringan nya ,pas ngk war aman ,pas war/situasi penting malah ngelag ,ayolah muntun ,dlu gw main di mitik aman aman aj di season lalu ,ngapa sekarang Dapet dark system nya",1,2026-07-26 04:02:20,ayolah pembagian team nya yng ngotak lah masa team kek pler maennya team sebelah malah jgo jgo terus jaringan nya pas ngk war aman pas war situasi penting malah ngelag ayolah moonton dlu main mitik aman aman aj season lalu ngapa sekarang dapet dark system nya,ayo bagi team nya yng ngotak lah masa team kek pler maennya team belah malah jgo jgo terus jaring nya pas ngk war aman pas war situasi penting malah ngelag ayo moonton dlu main mitik aman aman aj season lalu ngapa sekarang dapet dark system nya,8.0,Positif,5.0,Positif,Positif,test
"gamenya bagus tapi tolong perbaiki jaringannya, sama kalau keluar dari game terus menghubungkan kembali tolong kalau menghubungkan ke server di percepat saya main rank gak dianggap main terus di anggap afk gara-gara re-log",4,2026-07-26 04:00:06,gamenya bagus perbaiki jaringannya sama kalau keluar game terus menghubungkan kalau menghubungkan server percepat main rank tidak dianggap main terus anggap afk gara gara re log,gamenya bagus baik jaring sama kalau keluar game terus hubung kalau hubung server cepat main rank tidak anggap main terus anggap afk gara gara re log,-15.0,Negatif,-12.0,Negatif,Negatif,train
mantapp,5,2026-07-26 03:59:15,mantapp,mantapp,0.0,Positif,0.0,Positif,Positif,train
ramah,5,2026-07-26 03:59:06,ramah,ramah,2.0,Positif,2.0,Positif,Positif,train
gem penambah setres bukan penghilang stres ******,1,2026-07-26 03:59:03,gem penambah setres bukan penghilang stres,gem tambah tres bukan hilang stres,-7.0,Negatif,-7.0,Negatif,Negatif,test
"BACA INI SIALAN!! matchmaking tidak adil, saya selalu diberi tim jelek dan anggota tim yang sengaja troll padahal main di mode ranked, saya selalu diberi menang 2x saat legend 1 *3, tapi habis itu saya dikasih kalah lagi, ini game sialan! sekarang banyak kata kata yang dibatasi di chat in game, padahal dulu tidak",5,2026-07-26 03:58:41,baca sialan matchmaking tidak adil selalu diberi tim jelek anggota tim sengaja troll padahal main mode ranked selalu diberi menang x legend habis dikasih kalah game sialan sekarang banyak kata kata dibatasi chat in game padahal dulu tidak,baca sial matchmaking tidak adil selalu beri tim jelek anggota tim sengaja troll padahal main mode ranked selalu beri menang x legend habis kasih kalah game sial sekarang banyak kata kata batas chat in game padahal dulu tidak,-35.0,Negatif,-34.0,Negatif,Negatif,test
game paling aneh algoritma aneh semoga mlbb terkena musibah,1,2026-07-26 03:58:07,game paling aneh algoritma aneh semoga mlbb terkena musibah,game paling aneh algoritma aneh moga mlbb kena musibah,-3.0,Negatif,-3.0,Negatif,Negatif,train
ini game Napa dah pas ngreng ngelag dan mecth tidak seimbang,1,2026-07-26 03:57:56,game napa pas ngreng ngelag mecth tidak seimbang,game napa pas ngreng ngelag mecth tidak imbang,-2.0,Negatif,-5.0,Negatif,Negatif,test
GAME RUSAK MASA GUE DONLOWT G BISA2 NGESTAK DI 98 KALO ENGGA NGESTAK DI 97 GAME BURIK GAME RUSAK TOLONG DI PERBAIKI Y MONTON,1,2026-07-26 03:57:55,game rusak masa donlowt g ngestak kalau tidak ngestak game burik game rusak perbaiki y moonton,game rusak masa donlowt g ngestak kalau tidak ngestak game burik game rusak baik y moonton,-2.0,Negatif,-2.0,Negatif,Negatif,train
NGSIH TIM YANG JELAS GAJELAS KALI NGASIH TIM BOCHA LAWAN KERAS,1,2026-07-26 03:57:15,ngsih tim jelas gajelas kali ngasih tim bocha lawan keras,ngsih tim jelas gajelas kali ngasih tim bocha lawan keras,-12.0,Negatif,-12.0,Negatif,Negatif,train
Baguss karakter nya ada yang lucu ada yang serem,5,2026-07-26 03:57:08,baguss karakter nya lucu serem,baguss karakter nya lucu rem,-4.0,Negatif,-4.0,Negatif,Negatif,test
game nya seru banget,5,2026-07-26 03:55:57,game nya seru banget,game nya seru banget,3.0,Positif,6.0,Positif,Positif,train
tim kayak kon,5,2026-07-26 03:55:42,tim kayak kon,tim kayak kon,-7.0,Negatif,-7.0,Negatif,Negatif,train
gem ini kalah terus aku mau win malah kalahhh,1,2026-07-26 03:54:55,gem kalah terus aku mau win malah kalahh,gem kalah terus aku mau win malah kalahh,1.0,Positif,1.0,Positif,Positif,train
uninstall,1,2026-07-26 03:54:02,uninstall,uninstall,0.0,Negatif,0.0,Negatif,Negatif,train
gamenya bagus cocok banget di mainin semoga gamenya banyak dimainin yah walaupun ada komentar yang mengkritik game ini tapi tetap terus semangat moonton aku selalu mendukungmu👍👍,5,2026-07-26 03:53:56,gamenya bagus cocok banget mainin semoga gamenya banyak dimainin yah walaupun komentar mengkritik game tetap terus semangat moonton aku selalu mendukungmu emoji_positif emoji_positif,gamenya bagus cocok banget mainin moga gamenya banyak dimainin yah walaupun komentar kritik game tetap terus semangat moonton aku selalu dukung emoji_positif emoji_positif,7.0,Positif,12.0,Positif,Positif,train
"ketemu dark sistem mulu, musuhnya pro tidak sebanding sama rank ku👎",2,2026-07-26 03:51:31,ketemu dark sistem mulu musuhnya pro tidak sebanding sama rank ku emoji_negatif,ketemu dark sistem mulu musuh pro tidak banding sama rank ku emoji_negatif,-4.0,Negatif,-4.0,Negatif,Negatif,train
"game gajelas dikasih tim yang gak bener trus rank lawan ga setara sm rank kita, banyak cheater pula jangan di download guys bikin stres",1,2026-07-26 03:51:20,game gajelas dikasih tim tidak bener trus rank lawan tidak setara sama rank banyak cheater jangan download guys bikin stres,game gajelas kasih tim tidak bener trus rank lawan tidak tara sama rank banyak cheater jangan download guys bikin stres,-20.0,Negatif,-24.0,Negatif,Negatif,test
"game yg tidak seimbang saya mendapatkan lawan ex IMO tingal 1 bintang lagi naik glory saya ketemu ex IMO+ musuh global dan teman gue mitik biasa tolong di perbaiki lagi sistem ny, banyak sekali player yg bertabrakan rank ny, saya tidak mau ad lagi yg begituan bikin susah main dan bikin gampang stressnya",2,2026-07-26 03:51:00,game tidak seimbang mendapatkan lawan ex imo tingal bintang naik glory ketemu ex imo musuh global teman mitik biasa perbaiki sistem ny banyak sekali player bertabrakan rank ny tidak mau ad begituan bikin susah main bikin gampang stressnya,game tidak imbang dapat lawan ex imo tingal bintang naik glory ketemu ex imo musuh global teman mitik biasa baik sistem ny banyak sekali player tabrak rank ny tidak mau ad begitu bikin susah main bikin gampang stressnya,-32.0,Negatif,-32.0,Negatif,Negatif,test
"kalau ngasih tim yang sepadan dong, mikir kalau bikin komposisi tim, tim saya isi nya beban semua lah tim musuh jago semua mikir dong moonton",2,2026-07-26 03:49:08,kalau ngasih tim sepadan dong mikir kalau bikin komposisi tim tim isi nya beban semua lah tim musuh jago semua mikir dong moonton,kalau ngasih tim padan dong mikir kalau bikin komposisi tim tim isi nya beban semua lah tim musuh jago semua mikir dong moonton,-34.0,Negatif,-34.0,Negatif,Negatif,train
yaudah di download ga bagus🤭😹,5,2026-07-26 03:48:16,yaudah download tidak bagus emoji_netral emoji_lain,yaudah download tidak bagus emoji_netral emoji_lain,-6.0,Negatif,-11.0,Negatif,Negatif,train
"pembagian team saat memulai game sangat tidam adil, musuh rank tertinggi glory sedangkan team saya hanya mentok rank tertinggi legend/mytick, tolong di perbaiki moonton",1,2026-07-26 03:47:25,pembagian team memulai game sangat tidam adil musuh rank tertinggi glory team mentok rank tertinggi legend mytick perbaiki moonton,bagi team mulai game sangat tidam adil musuh rank tinggi glory team mentok rank tinggi legend mytick baik moonton,0.0,Negatif,0.0,Negatif,Negatif,train
team kl nob susah,1,2026-07-26 03:45:52,team kalau nob susah,team kalau nob susah,-3.0,Negatif,-3.0,Negatif,Negatif,train
kocak,1,2026-07-26 03:45:44,kocak,kocak,-2.0,Negatif,-2.0,Negatif,Negatif,train
seru tapi ga bisa main kalo ga ada wifi,4,2026-07-26 03:45:05,seru tidak main kalau tidak wifi,seru tidak main kalau tidak wifi,-11.0,Negatif,-8.0,Negatif,Negatif,train
gamenya seruu,5,2026-07-26 03:44:44,gamenya seruu,gamenya seruu,0.0,Positif,0.0,Positif,Positif,train
"permainan yang sangat enak di awal dan bisa bikin stres jika kalah terus menerus, buang buang waktu hanya untuk kalah",1,2026-07-26 03:44:15,permainan sangat enak awal bikin stres kalah terus menerus buang buang waktu kalah,main sangat enak awal bikin stres kalah terus terus buang buang waktu kalah,-19.0,Negatif,-17.0,Negatif,Negatif,train
"Apalah ini game kalo mactmaking ngestuck dan sering mengkoleb koleb,perbaiki dullu lah fitur mu kasih lawan yang seimbang jangan yang jago mullu kasihnya,makin kesini makin ngebug!!!",1,2026-07-26 03:42:36,apalah game kalau mactmaking ngestuck sering mengkoleb koleb perbaiki dullu lah fitur mu kasih lawan seimbang jangan jago mullu kasihnya makin kesini makin ngebug,apa game kalau mactmaking ngestuck sering mengkoleb koleb baik dullu lah fitur mu kasih lawan imbang jangan jago mullu kasih makin kesini makin ngebug,-2.0,Negatif,-2.0,Negatif,Negatif,train
monton yang baik tolong jangan pertemukan aku Ama honor padahal aku glory dan musuh nya imo itu gimana ya konsep nya game terbaik emang gini sih wajar,1,2026-07-26 03:42:16,moonton baik jangan pertemukan aku ama honor padahal aku glory musuh nya imo gimana konsep nya game terbaik emang gini sih wajar,moonton baik jangan temu aku ama honor padahal aku glory musuh nya imo gimana konsep nya game baik emang gin sih wajar,2.0,Positif,2.0,Positif,Positif,train
tolong dibenerin itu gamnya saat ada nick yang aneh game jadi frame patah2,1,2026-07-26 03:41:50,dibenerin gamnya nick aneh game jadi frame patah,dibenerin gam nick aneh game jadi frame patah,-3.0,Negatif,-3.0,Negatif,Negatif,train
plis dong jan nerf2 odette mulu ini udah ampir 5 kali loh montoon kau ni ya cari gegara sama user odette 🤬,5,2026-07-26 03:40:08,plis dong jan nerf odette mulu udah ampir kali loh moonton kau ni cari gegara sama user odette emoji_negatif,plis dong jan nerf odette mulu udah ampir kali loh moonton kau ni cari gegara sama user odette emoji_negatif,-2.0,Negatif,-2.0,Negatif,Negatif,test
sinya nya jelek tim drak sisitem ml burik,1,2026-07-26 03:39:54,sinya nya jelek tim drak sisitem ml burik,sinya nya jelek tim drak sisitem ml burik,-9.0,Negatif,-9.0,Negatif,Negatif,train
moonton knp saat menukarkan kode hadiah tiba2 tertulis terlalu banyak aksi? padahal saya cuman tekan satu kali[ok] tiba tiba 2jam 38 menit untuk mengulang kembali itu yang saya alami moonton plis di perbaiki,3,2026-07-26 03:38:07,moonton menukarkan kode hadiah tiba tertulis terlalu banyak aksi padahal cuman tekan satu kali tiba tiba jam menit mengulang alami moonton plis perbaiki,moonton tukar kode hadiah tiba tulis terlalu banyak aksi padahal cuman tekan satu kali tiba tiba jam menit ulang alami moonton plis baik,-6.0,Negatif,-6.0,Negatif,Negatif,train
"sistem matchmaking gajelas, dapet lawan jago tim nya kayak org bay main, pdhal udah mytich honor",1,2026-07-26 03:37:55,sistem matchmaking gajelas dapet lawan jago tim nya kayak org bay main pdhal udah mytich honor,sistem matchmaking gajelas dapet lawan jago tim nya kayak org bay main pdhal udah mytich honor,-11.0,Negatif,-11.0,Negatif,Negatif,train
geme nya seru tapi jaringan nya tiba² ngelek waktu main kenapa begitu,2,2026-07-26 03:36:49,geme nya seru jaringan nya tiba ngelek waktu main,geme nya seru jaring nya tiba ngelek waktu main,-1.0,Negatif,2.0,Positif,Positif,train
semoga monton ngasih team dapat di andalkan terus saat main solo sangat menyenang sekali saat di land of down,4,2026-07-26 03:36:45,semoga moonton ngasih team andalkan terus main solo sangat menyenang sekali land of down,moga moonton ngasih team andal terus main solo sangat senang sekali land of down,-2.0,Negatif,-2.0,Negatif,Negatif,train
kebanyakan dark sistem,3,2026-07-26 03:35:56,kebanyakan dark sistem,banyak dark sistem,-2.0,Negatif,-2.0,Negatif,Negatif,train
aku tadi lagi main tiba tiba kembali ke lobi,1,2026-07-26 03:35:56,aku tadi main tiba tiba lobi,aku tadi main tiba tiba lobi,1.0,Positif,1.0,Positif,Positif,train
Gamenya aneh banget deh,1,2026-07-26 03:34:49,gamenya aneh banget deh,gamenya aneh banget deh,1.0,Positif,1.0,Positif,Positif,train
ml game ter seruuuu siehh,5,2026-07-26 03:33:02,ml game ter seruu siehh,ml game ter seruu siehh,2.0,Positif,2.0,Positif,Positif,train
matchmakingnya jelek gw ketemu sama pemain yg g bener mlu mainya pokoknya KLO lu orng nya emosian dan g suka sama permainan yg terlalu mengandalkan team jangan main ini POKOKNYA JANGAN,1,2026-07-26 03:32:58,matchmakingnya jelek ketemu sama pemain g bener mlu mainya pokoknya kalau kamu orng nya emosian g suka sama permainan terlalu mengandalkan team jangan main pokoknya jangan,matchmakingnya jelek ketemu sama main g bener mlu mai pokok kalau kamu orng nya emosi g suka sama main terlalu andal team jangan main pokok jangan,-12.0,Negatif,-12.0,Negatif,Negatif,test
"ws dikit di kasih tim tier rendah, hadehh",5,2026-07-26 03:30:37,winstreak dikit kasih tim tier rendah hadehh,winstreak dikit kasih tim tier rendah hadehh,-12.0,Negatif,-12.0,Negatif,Negatif,train
moton kasih lah tim yang gg jangan derak sistem semua,1,2026-07-26 03:29:41,moton kasih lah tim gg jangan derak sistem semua,moton kasih lah tim gg jangan derak sistem semua,-13.0,Negatif,-10.0,Negatif,Negatif,train
😠😠😠😒😒,1,2026-07-26 03:29:39,emoji_negatif emoji_negatif emoji_negatif emoji_lain emoji_lain,emoji_negatif emoji_negatif emoji_negatif emoji_lain emoji_lain,0.0,Negatif,0.0,Negatif,Negatif,train
game full dark sistem,1,2026-07-26 03:27:02,game full dark sistem,game full dark sistem,-2.0,Negatif,-2.0,Negatif,Negatif,train
"kalo ga bisa bikin sistem bener seenggak nya jangann kasih tim ga bener' teruss heran tiap-tiap harii gw lostrek win kalo ga 1-2 kenapaa sekarang monton jadi ky gini?saya player lama tapi merasa jadi mulai maless untuk bermain game mobile legends rasanya hampa semenjak dikasih sistem,tim, jaringan bahkan hasil pertandingan saya jadi jelek karna diberikan tim ga bener' sama anda gimana solusinya apakah saya harus menginstal game ini?",1,2026-07-26 03:24:11,kalau tidak bikin sistem bener seenggak nya jangann kasih tim tidak bener teruss heran tiap tiap harii lostrek win kalau tidak kenapaa sekarang moonton jadi ky gini player lama merasa jadi mulai maless bermain game mobile legends rasanya hampa semenjak dikasih sistem tim jaringan bahkan hasil pertandingan jadi jelek diberikan tim tidak bener sama gimana solusinya menginstal game,kalau tidak bikin sistem bener enggak nya jangann kasih tim tidak bener teruss heran tiap tiap hari lostrek win kalau tidak kenapaa sekarang moonton jadi ky gin player lama rasa jadi mulai maless main game mobile legends rasa hampa semenjak kasih sistem tim jaring bahkan hasil tanding jadi jelek beri tim tidak bener sama gimana solusi menginstal game,-49.0,Negatif,-49.0,Negatif,Negatif,train
seru banget,5,2026-07-26 03:23:59,seru banget,seru banget,1.0,Positif,4.0,Positif,Positif,train
