content,score,at
ini game tuh sebenar nya bagus tapi suka ngelag Mulu padahal jaringan gw aman aman aja dan ini game tuh suka tiba tiba keluar sendiri tolong di perbaiki ini montoon game lu rusak🙏,1,2026-07-26 02:06:10
monton tolong hapus dark sistem,5,2026-07-26 02:05:51
game nya bagus banyak hero juga buat pilih,5,2026-07-26 02:02:31
"game lag sendiri, gerak"" sendiri, sinyal hijau tapi ga bisa gerak kayak lagi leg",1,2026-07-26 02:02:08
Bagus,5,2026-07-26 01:59:28
game nya seru tapi bisa bener draksistem ga tolong ya,5,2026-07-26 01:59:09
enak bgt tapi rank ku epic mulu tapi nggk papa. kredit skor ku itu bikin aku kesel maaf ya (＾ｖ＾),4,2026-07-26 01:59:04
sangatlah bagus,5,2026-07-26 01:58:53
tolong perbaiki masalah kepentak tidak bisa menghubungkan kembali padahak mau menang jafi ke ditec afk dan tolong perbaiki masalah sinyao tiba tiba lag kalou mau war atau mau menang,5,2026-07-26 01:58:45
"kasih tim sampah mulu, emang moonton mau player bikin stres aja",1,2026-07-26 01:58:05
huu game rusak tolol,1,2026-07-26 01:55:40
bnyk kali bug nya,1,2026-07-26 01:55:39
bagus,4,2026-07-26 01:54:53
burik ga bagus pelit,1,2026-07-26 01:54:34
berat😂,1,2026-07-26 01:54:28
"dapet tim sampah berturut-turut sampai 5 pertandingan, ga fair",1,2026-07-26 01:54:07
keren,5,2026-07-26 01:51:43
game yg suka lag sendiri g jls,1,2026-07-26 01:50:33
"tidak adil, tim musuh jago, tim sendiri tolol, selalu lag, hapus aja ga sampah gaguna ini,dikit dikit di mute dikit dikit di mute.",1,2026-07-26 01:49:17
game apaan sihh gak jelas banget,1,2026-07-26 01:48:20
game taik yang main bot semua benerin sistem nya nya la apaan bgt game kek gini kebanyakan bot nya,1,2026-07-26 01:45:27
gamenya sangat bagus dan sangan menarik buat tidak di mainkan lagi #banyakainya,5,2026-07-26 01:44:56
"Nggak malu sama Honor Of Kings montoon?,lu event aja banyak,bagus,tapi jaringan/server lu jelek,burik,tolong perbaikin ini game montoon,terkhusus jaringan,gw menderita main seperti ini,tolong baca montoon,setidaknya kalo jaringan udah bagus/server bagus ,gw rating 5 bintang ini game!",1,2026-07-26 01:41:19
"kurang darksistem, kasih musuh wajar aja, KURANGIN DARKSISTEM.",1,2026-07-26 01:38:44
asik bangett sampai ketagihann tpi aku nda bisa main rank soalnya msi master.tpi kurangnya waktu itu aku kill orang 13 kli mati 4 kli tpi dapat pedang silang yg dpt mvp mlh orang yg kil 6 kli mti 5 kli aduhh gak bress pdahal aku uda brusaha,4,2026-07-26 01:38:43
oy ilangin dark system,5,2026-07-26 01:35:27
jangan tertipu sama ni game kalau baru main pasti lawannya mudah tapi nanti lama kelamaan lu di kasih kalah terus,1,2026-07-26 01:32:55
Reng warior musuh epic ples penjoki,1,2026-07-26 01:32:04
"Bagus banget apalagi kalo dapet title itu gua seneng parah,tapi kenapa kadang kadang dapetin tim dark sistem,tapi gak papa sih soalnya dapet pengalaman baru yaitu gendong gendong tim",5,2026-07-26 01:31:04
saya suka banget main game ini sangking seru nya lupa waktu,5,2026-07-26 01:27:37
game nya pilih kasih lawan jago tim bot,1,2026-07-26 01:26:56
walau pun ini game bikin darting tapi okelah,5,2026-07-26 01:25:23
habis ws mangkanya ku kasih bintang 5,5,2026-07-26 01:23:21
ᴡᴀʟᴀᴜᴘᴜɴ ᴀᴋᴜ ᴇᴘɪᴄ ᴛᴀᴘɪ ɢᴀᴍᴇᴘʟᴀʏ ᴍʟʙʙ ɪᴛᴜ sᴇʀᴜ˃͈◡˂͈,5,2026-07-26 01:20:02
gampang mainnya,5,2026-07-26 01:19:33
banyak drak system,1,2026-07-26 01:18:11
benerin game lu noh sinyal naik turun gajeles,1,2026-07-26 01:17:51
plis hilangkan role support sama hero nya,4,2026-07-26 01:16:49
"matchmaking tolol 5 kali dikasi tim anomali, giliran musuh dikasih tim yang kompak perbaiki dulu jaringan sama matchmakinhnya jangan ngurusin hero sama skin dulu",1,2026-07-26 01:15:44
tolong ringankan sedikit untuk hp potato karena Minggu kemarin main stabil 60 fps semenjak update main kadang ngeframe dan fps tidak stabil karena menurut saya fps lebih penting karena lebih enak selebihnya bagus bagus aja,5,2026-07-26 01:14:51
gak bisa ganti akun ngebug dan akun pertama dah di hapus gak kehapus tolong hapus akun ku saja,2,2026-07-26 01:13:20
plis lah kasih tim jangan yang bot semua!!!,1,2026-07-26 01:12:25
tolong sortir lah itu player yg bot musnahin mengganggu pemain yg lain,5,2026-07-26 01:12:10
Terlalu banyak Dark Sistem yang membuat player selalu kalah,1,2026-07-26 01:08:31
yang mau ngilangin setres jangan main ini malah buat setres,4,2026-07-26 01:08:28
jangan main kebanyakan player jawa,1,2026-07-26 01:07:32
seru semoga sehabis kasih ulasan winstrek trus yaa aminn montonn,5,2026-07-26 01:07:24
game apa ni dark sistem semua mending pindah game aja gw moonton capek gw maen game lu gw mau pindah bs,1,2026-07-26 01:07:16
montoon lu IQ nya dimana gw main di troll Mulu udh pertandingan gw di telatin biar apa ton,1,2026-07-26 01:02:52
TOLONG DONG PIHAK MOONTON ML DI BENERIN MASA JARINGAN IJO TPI NGELAG LAMA² GW HAPUS NIH GANR,1,2026-07-26 01:02:47
"tolong game nya di perbaiki lagi, soal nya ngeleg padahal bagus sinyal nya jadi kalah main gua",3,2026-07-26 01:01:19
ngasih tim ga adil,1,2026-07-26 01:00:43
bagus gamenya,5,2026-07-26 00:59:22
lose streak Mulu ajg,2,2026-07-26 00:57:31
Game sampa bikin stres game bikin emosi game degan player bodo sampah,1,2026-07-26 00:57:09
"Admin apakah alangkah baiknya menciptakan fitur mlbb pro yang untuk hp hp raknya lebih dari 4 dan mlbb ringan untuk hp 2 3 gb an, untuk menambahkan populasi didunia mlbb Semoga dibalas terimakasih",5,2026-07-26 00:50:30
"main solo gak kaya dlu,sekarang susah nya minta ampun,,",1,2026-07-26 00:49:22
apalah main jaringan hijau tapi ngelag gajelas bngt,1,2026-07-26 00:41:18
game bikin stress,1,2026-07-26 00:40:33
game dajal gw main ini buat ngilangin stres tapi pas main malah tambah stres .gera paeh monton,1,2026-07-26 00:39:54
"game aneh capek capek ngepush solo malah di tim ada yg legend 5,di musuh juga begitu tapi ex imo.",1,2026-07-26 00:38:54
"kenapa aku gabisa login ke game, whyyy, awas aja sampe hilang akun ku",3,2026-07-26 00:37:52
jaringan hijau tapi pas main merah terus tiba tiba ngelag game lu noh rusak,1,2026-07-26 00:31:55
kenapa setiap kurang 1 bintang naik ke rank berikut nya kok di kasih tim bot dan musuh jago ya kenapa ya ?,2,2026-07-26 00:26:28
"sebernanya udh bagus ya moonton, tapi plis tolong kurangi orang² ngecheat di ml. udh banyak yg sering terjadi di saya, apalagi ini melanggar aturanya untuk ngecheat. jadi untuk update kedepan saya pengen ini dikurangi orang² yg suka main ngecheat",3,2026-07-26 00:21:50
"woi montoon perbaiki la tim nya masa gw di kasih tim plenger musuh nya jago jago amat sekelas tim mpl,percuma ada skin baru trus tapi tim nya gak jelas semua gak tau dah gw mau ngomong apa hilang bintang gw 10,",1,2026-07-26 00:21:30
"game ini sangat seru sampai aku legend dan temen ku kecanduan game online ini dan moonton aku pengen mythic biasa Aja boleh g ya moonton cita cita ku hanya mau mythic terimakasih banget moonton aku baru legend sekian terimakasi banyak MLBB KREATIF.....................,...................,.......?........................ .MLMLMLML....................,..........,....................................,.................,........,....................................................,.................",5,2026-07-26 00:21:26
my gemes favorit,5,2026-07-26 00:17:58
"game ini menang skin bagus aja, tapi masalah di in game seperti crash saat bertanding dan lag di saat crusial di ranked tidak dibenahi. da mendunia tapi masalah seperti ini dianggap sampah sama pihak developer. masa kalah kualitasnya servernya dengan game MOBA lain. woi moontoon benahi tuh game mu jgn asik cari cuan terus dari jual skin skin mu. kenyamanan pelanggan mu gak kau jaga lama lama semua org muak main game kalian ini",1,2026-07-26 00:17:11
monton ini gimanasih gua main ml dari kls 2sd sampe udah tamat kok monton kasi gua tim yg lol temen lol 😮‍💨😭😭😭😭😭🌋🌋🌋🌋,1,2026-07-26 00:14:57
gaming stress,1,2026-07-26 00:12:26
"game gila,sistem mu rusak ton moonton masa gw dikasih tim darksystem musuhnya abang-abangan game paling buruk daripada semua game",1,2026-07-26 00:12:03
"Saya diberikan tim full bot di mode ranked dan saya kalah serta bintang saya menghilang padahal dapet tim bot. Tim lawan full player, gimana ga kalah coba? Ga adil banget game ini. Ga layak dimainkan sistem match making masih ampas. Halah optimal gimana coba masih jelek timnya, game terampas yg pernah saya mainkan. Tim saya tetap tolol sama kayak dev nya pembagian tim gak adil",1,2026-07-26 00:09:03
apalah kalah Mulu aku main kalau aku kalah lagi aku hapus ml sekarang juga,1,2026-07-26 00:08:22
sangat hebat,5,2026-07-26 00:08:15
kalo kasih tim yang kompak selalu ya,4,2026-07-26 00:06:47
yang jelas napa kalo ngasi tim,1,2026-07-26 00:05:29
seru lain kalijangan kasih aku tim derak sistem yaseru banget makasih ya,5,2026-07-26 00:04:13
halo gem ny seru,5,2026-07-26 00:02:54
game rusak ini... makin rusak ni game udah bnyk draksistem nya masih ad yg namanya bot/computer masa dmhonor ketemu bot.. gila dh ni gama,2,2026-07-26 00:00:03
"semakin kesini moonton makin gak jelas, katanya bertema legenda didalam game kenapa banyak hero yang gak jelas mulu rilis. apakah memenuhi pasar bagi orang yang cabul kah. sudah jauh dari legenda sekarang yang terakhir itu hero legenda yang rilis itu Khaleed. setelah itu dahlah padahal sudah banyak yang mengecam.",5,2026-07-25 23:58:32
"macth gak seimbang mulu makin update makin aneh macthmakingnya, tim lawan sama tim sendiri jauh perbedaan nya bisa bisanya lawan full imortal, di tim sendiri ada legend. tolong perbaiki kasihan yang push solo",1,2026-07-25 23:56:43
player nya ramah-ramah wajib di coba game nya🥰,4,2026-07-25 23:53:55
"DEAR MOONTON, MAAF ATAS KOMENTAR SAYA SEBELUMNYA, TAPI SAYA MOHON KASIH SAYA MENANG, SAYA LELAH KALAH TERUS 😞, DAN SAYA INGIN SEKALI MENDAPATKAN EMOTE DYRROTH CRYING DARI BANG-BANG CARDS, KASIH SAYA EMOTE ITU JUGA YA, SEKALI LAGI SAYA MINTA MAAF ATAS KOMENTAR SEBELUM NYA 🙏.",5,2026-07-25 23:53:49
"saat kita bermain solo rank ketika penempatan dengan teman satu tim sangat buruk. game yang terlalu asal-asalan saat menentukan draft pick, tolong perbaiki lagi hal tersebut!!!",1,2026-07-25 23:52:11
seru & asik,5,2026-07-25 23:50:22
gw di kasih musuh yg keras padahal epic temen setim pokee tolong kasih musuh jangan keras²,2,2026-07-25 23:50:09
kurang banyak bot kelen buat di game itu ! maen sendiri 4 lagi bot kelen semua ! game sampaaah !,1,2026-07-25 23:49:26
"saya suka bantuin orang tua malah di kasih gak di kasih menang sama kamu montoon aku, cape di rank epic ya allah montoon pls ini nama akun ku ©®!KAWASAKI!©® ITU NAMA AKUN KUU MONTOON TOLONG LAG NAIKIN RANK AKU ATAU MAININ SAMA MONTOON SAAT AKU LAGI AFK AKU LAGI, BANTUIN ORANG TUA MONTOON TAPI HONOR SCORE SAMA MUSUH NYA YANG BOT AJA TERUS🥀",5,2026-07-25 23:48:38
monton ngsih tim yang benar lah kaya botttt kali,1,2026-07-25 23:46:50
banyk hadiah yg bagus🤩,5,2026-07-25 23:39:17
gila monton gak niat banget ngasih team anomali trus aja ada yg ngetroll gedek gw MVP team yg kalah trus,1,2026-07-25 23:38:02
Game yang sangat ramah sampai saya dikatain yang tidak pantas dan menyuruh saya meninggalkan dunia,1,2026-07-25 23:36:06
game nya burik ngelag banget aku sengaja kasih bintang 5 biar di jawab,5,2026-07-25 23:34:47
bus menghilangkan setres ku,5,2026-07-25 23:33:17
gemm nyaaa seruuu bangettt tapiii akuuuuu sering kalah jadi aku maless,5,2026-07-25 23:31:14
tim nya pada beban tapi musuh nya jago udah lah jan di donlod,1,2026-07-25 23:29:57
buat developer nya ini game nya seru banget cuma kadang² bikin stres tapi game nya tetep seru aku kasih bintang 5,5,2026-07-25 23:28:48
tidak ramah,1,2026-07-25 23:28:22
bagus banget update terbaru nyaa,4,2026-07-25 23:24:53
game yatim,1,2026-07-25 23:23:09
keren,5,2026-07-25 23:21:38
Keren,5,2026-07-25 23:20:12
game ru$4k t1m nya terlalu aneh main gak bener kalau dapat tim yang kemampuan nya hampir sama dengan kita biar game serasa imbang tampa ada emosi dalam bermain dan jika kalah pun berarti musuh lebih jago dan itu masih bisa diterima dibandingkan jika tim nya bot/gak bisa main,1,2026-07-25 23:17:39
kasih ali0 lawan Moonton,5,2026-07-25 23:14:15
ini game aneh bet.sinyal gue bagus pas main tapi entah kenapa pas war/nyerang sinyal gue tuh langsung merah pas kembali normal tau tau uadah mati aja ayolah perbaiki sinyal nya.dan satu hal lagi masalah matcmaking yang ga seimabang kalo uadah los strek 5 kali wahh parah hp gue uadh pasti rusak,1,2026-07-25 23:12:16
"Ampas, Match making gak jelas",1,2026-07-25 23:06:01
seru dan bagus,5,2026-07-25 23:05:03
"game nya bgus ,tapi klo bisa buat chat pas udah selesai jangan di hapus,seru tapi aku punya saran collab sama demons slayer, misal tanjiro alucard, inosuke martis, zenitsu lancelot nah itu bagus tuh😎",5,2026-07-25 23:02:35
game bagus,5,2026-07-25 22:56:25
"season sekarang timnya jelek kali tapi musuh nya jago jago,tolong kasih tim sama lawan yang imbang montoon",1,2026-07-25 22:53:27
gemnya bagus,5,2026-07-25 22:44:03
"makin lama makin tidak waras pelayer nya, klo bisa dicek setiap pelayer ada yang melakukan kecurangan",1,2026-07-25 22:36:15
"woe yatim benerin laah matchmaking lu ngtd,main di glory masih masih ketemu legend mawi tolol",1,2026-07-25 22:35:55
WOW game ini seru sekali... ( kasih ws dong) 😹😹,5,2026-07-25 22:35:11
game nya bagus dan keren,5,2026-07-25 22:28:21
sangat detail tapi skin gratisannya GK Adak yg ber efek tebal jadi aku bagi reting 4 🌟🌟🌟🌟,4,2026-07-25 22:24:59
"malu dong rating 3,7 doang",1,2026-07-25 22:24:06
sangat bagus,5,2026-07-25 22:22:44
"kalo 5 bintang tandanya jangan ada lag, cheat dll.",5,2026-07-25 22:18:01
"kenapa gem ini sekarang, ko banyak ngebah nya saya menghubungkan ulang tapi ga ke gem nya Aden ini gem sekarang benerin lah monton",2,2026-07-25 22:13:14
"Game MOBA terbaik di seluler! Hero-heronya keren, gameplay-nya seru dan kompetitif, cocok banget buat mabar sama teman. Terima kasih Moonton untuk update dan event-event serunya!""",5,2026-07-25 22:12:53
harus nya lu tau knp gw kasih segini,1,2026-07-25 21:53:48
"game merusak smartphone, penuh setingan , sytem makin ga jelass nickname=I L",1,2026-07-25 21:50:11
publik nya tolong diatur cape jadi exp mandiri TB gada yang yang peduli roam cuma TB ke jung sama gold tolong lah min dari jam 3 pagi saya main kalah melulu kalau wins streak ku kasih bintang 5 kalau ini 1 aja,1,2026-07-25 21:29:22
game burik gampang ngelang,1,2026-07-25 21:27:39
my favorit,5,2026-07-25 21:17:17
